iter	AUC	Logloss
883	0.7769993544	0.5860669815
884	0.777015686	0.5860516567
885	0.777015686	0.5860514557
886	0.7770129442	0.5860476874
887	0.7770129442	0.5860475869
888	0.7770129442	0.5860474864
889	0.7770129442	0.5860474361
890	0.7770133018	0.5860466322
891	0.7770133018	0.586046582
892	0.7771382332	0.5859591054
893	0.777138412	0.5859584019
894	0.7771387696	0.585957397
895	0.7771387696	0.5859572965
896	0.7771780491	0.5859237329
897	0.7771780491	0.5859230294
898	0.7773375511	0.5858125406
899	0.7774145007	0.5857481767
900	0.7774262428	0.5857314954
901	0.7774262428	0.5857312944
902	0.777426362	0.5857308924
903	0.777426362	0.5857307919
904	0.77743119	0.5857256167
905	0.77743119	0.585725064
906	0.7774624228	0.5856912491
907	0.7774658501	0.5856806474
908	0.77748698	0.585654319
909	0.7774870396	0.5856540175
910	0.7774871588	0.5856533643
911	0.7774870992	0.5856530629
912	0.7776359916	0.5855397603
913	0.7776810527	0.5854954944
914	0.777693063	0.5854727334
915	0.777693063	0.5854725324
916	0.7776904106	0.5854694173
917	0.7776905894	0.5854689148
918	0.7778915167	0.5853329015
919	0.7778915167	0.5853327508
920	0.7778915167	0.5853327005
921	0.7778915167	0.585332399
922	0.7778915167	0.5853320473
923	0.7779813409	0.5852535143
924	0.7779836655	0.5852520572
925	0.7779836655	0.5852520572
926	0.7780307531	0.5852144237
927	0.7780354023	0.5852027669
928	0.7780354023	0.5852024151
929	0.7781105936	0.5851524716
930	0.7781341076	0.5851223748
931	0.7782432437	0.5850515795
932	0.7782432437	0.5850512781
933	0.7782432437	0.5850509766
934	0.7782891393	0.5850179154
935	0.7782891393	0.5850175637
936	0.7782933712	0.5850121372
937	0.7782933712	0.5850118357
938	0.7782943249	0.5850078664
939	0.7782962024	0.5850071127
940	0.7782962024	0.5850068112
941	0.778326571	0.584965962
942	0.7783623338	0.5849143604
943	0.7784295678	0.5848561264
944	0.7785431147	0.5847851301
945	0.7787380815	0.5846521818
946	0.7787736654	0.5846197737
947	0.7787752151	0.5846188191
948	0.7787764072	0.5846180151
949	0.7787775993	0.5846171107
950	0.7787776589	0.584616558
951	0.7787801027	0.5846152014
952	0.7788414359	0.584571036
953	0.7789191008	0.5845111942
954	0.7791768909	0.5843241822
955	0.7793965936	0.5841865108
956	0.7795966268	0.5840481359
957	0.7796608806	0.5839976397
958	0.7796631455	0.5839963836
959	0.7798103094	0.5838841362
960	0.7798125744	0.583883081
961	0.7798135877	0.5838822771
962	0.7798137665	0.5838819254
963	0.7798158526	0.58388082
964	0.7798158526	0.5838803175
965	0.7798162103	0.5838795136
966	0.7798153162	0.5838731827
967	0.7800462246	0.5837240555
968	0.7800438404	0.5837223974
969	0.7802795172	0.5835789981
970	0.780487895	0.5834356992
971	0.7804894447	0.5834348451
972	0.7804897428	0.5834339909
973	0.7804914713	0.5834330865
974	0.7804924846	0.5834322323
975	0.7804926634	0.5834314786
976	0.7804929018	0.583430524
977	0.7804935575	0.5834295693
978	0.7804951668	0.5834286649
979	0.7805975676	0.5833424947
980	0.780677706	0.5832797386
981	0.7807578444	0.5832220573
982	0.7808390856	0.5831565378
983	0.7809220552	0.5830895612
984	0.780931294	0.5830725784
985	0.7809314728	0.5830716739
986	0.7809305787	0.5830688602
987	0.780937016	0.5830547916
988	0.7809786201	0.5830134399
989	0.7809801102	0.5830082647
990	0.7810928822	0.5829321435
991	0.7810928822	0.5829315405
992	0.7810909152	0.5829298322
993	0.7811319232	0.5828919474
994	0.7811323404	0.5828911435
995	0.7812055945	0.5828429585
996	0.7812430263	0.5827768361
997	0.7812426686	0.5827725652
998	0.7812427282	0.5827721633
999	0.7813848853	0.5826911683
